policy_name,workload_name,cache_size,hit_rate,cost_weighted_hit_rate,dollar_savings,latency_p50,latency_p95,latency_p99,throughput,memory_overhead_bytes,n_queries,n_evictions,run_id,seed,cpu_percent_mean,cpu_percent_p95,rss_mean_mb,rss_peak_mb,gpu_utilization,grid_regime
FIFO,high_variance_cost,1000000,0.9,0.901582534228333,285.57671162063843,0.000300002284348011,0.000900006853044033,0.0011999945854768157,899709.3927792683,56,10000,0,11,53,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,1000000,0.9,0.901582534228333,285.57671162063843,0.000300002284348011,0.0008999923011288047,0.001200009137392044,843148.9927881624,56,10000,0,11,53,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,1000000,0.9,0.901582534228333,285.57671162063843,0.003000008291564882,0.005900001269765198,0.008801008661976107,224475.45693766096,56,10000,0,11,53,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,1000000,0.9,0.8998944945386841,267.4139349068939,0.00039998849388211966,0.0007999915396794677,0.0009999930625781417,995827.4834749525,56,10000,0,12,54,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,1000000,0.9,0.8998944945386841,267.4139349068939,0.000400003045797348,0.0007999915396794677,0.0011999945854768157,885770.9745528963,56,10000,0,12,54,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,1000000,0.9,0.8998944945386841,267.4139349068939,0.000300002284348011,0.0009999930625781417,0.001200009137392044,910390.2846902712,56,10000,0,12,54,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,1000000,0.9,0.8998944945386841,267.4139349068939,0.000300002284348011,0.000900006853044033,0.0010999938240274787,870594.7898979698,56,10000,0,12,54,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,1000000,0.9,0.8998944945386841,267.4139349068939,0.0029999937396496534,0.006000002031214535,0.009199997439282015,224125.79733567443,56,10000,0,12,54,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,1000000,0.9,0.901220356560582,288.3853553394489,0.000500003807246685,0.001100008375942707,0.001400010660290718,720025.3446660108,56,10000,0,13,55,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,1000000,0.9,0.901220356560582,288.3853553394489,0.000400003045797348,0.000900006853044033,0.001200009137392044,858885.1666637613,56,10000,0,13,55,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,1000000,0.9,0.901220356560582,288.3853553394489,0.000300002284348011,0.000900006853044033,0.001100008375942707,874378.098117472,56,10000,0,13,55,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,1000000,0.9,0.901220356560582,288.3853553394489,0.000300002284348011,0.000900006853044033,0.001100008375942707,857941.9687403941,56,10000,0,13,55,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,1000000,0.9,0.901220356560582,288.3853553394489,0.0027999922167509794,0.005800000508315861,0.008699993486516178,245661.61584683464,56,10000,0,13,55,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,1000000,0.9,0.899571276684593,283.54358715724123,0.0004999892553314567,0.0010999938240274787,0.0013999961083754897,716969.2274735677,56,10000,0,14,56,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,1000000,0.9,0.899571276684593,283.54358715724123,0.000400003045797348,0.00100000761449337,0.0013999961083754897,878719.1779708744,56,10000,0,14,56,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,1000000,0.9,0.899571276684593,283.54358715724123,0.000200001522898674,0.000700005330145359,0.00100000761449337,1232726.4215342212,56,10000,0,14,56,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,1000000,0.9,0.899571276684593,283.54358715724123,0.000300002284348011,0.000600004568696022,0.000900006853044033,886312.6735784104,56,10000,0,14,56,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,1000000,0.9,0.899571276684593,283.54358715724123,0.0022000021999701858,0.0050000089686363935,0.007799986778991297,300008.40015073406,56,10000,0,14,56,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,1000000,0.9,0.8980804117835618,284.33719439884794,0.000400003045797348,0.000900006853044033,0.001300009898841381,788655.9725976962,56,10000,0,15,57,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,1000000,0.9,0.8980804117835618,284.33719439884794,0.0004999892553314567,0.001100008375942707,0.0015999976312741637,745178.6938559776,56,10000,0,15,57,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,1000000,0.9,0.8980804117835618,284.33719439884794,0.000200001522898674,0.000700005330145359,0.0010999938240274787,1526601.0206494066,56,10000,0,15,57,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,1000000,0.9,0.8980804117835618,284.33719439884794,0.000200001522898674,0.000700005330145359,0.000900006853044033,1449695.5655369384,56,10000,0,15,57,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,1000000,0.9,0.8980804117835618,284.33719439884794,0.0025000044843181968,0.005099995178170502,0.007700000569457188,269840.71307072847,56,10000,0,15,57,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,1000000,0.9,0.8994361449261299,278.6890926402926,0.00039998849388211966,0.000900006853044033,0.001100008375942707,906199.3091527995,56,10000,0,16,58,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,1000000,0.9,0.8994361449261299,278.6890926402926,0.000400003045797348,0.0010999938240274787,0.0013999961083754897,863296.9307315481,56,10000,0,16,58,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,1000000,0.9,0.8994361449261299,278.6890926402926,0.000200001522898674,0.000700005330145359,0.0008999923011288047,1134468.5574263344,56,10000,0,16,58,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,1000000,0.9,0.8994361449261299,278.6890926402926,0.000200001522898674,0.0004999892553314567,0.0005999900167807937,1766597.1805644964,56,10000,0,16,58,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,1000000,0.9,0.8994361449261299,278.6890926402926,0.0014999968698248267,0.002800006768666208,0.0037999998312443495,466087.47506540193,56,10000,0,16,58,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,1000000,0.9,0.8999437966281686,278.0003176643984,0.000200001522898674,0.0005999900167807937,0.0007999915396794677,1550724.1905746497,56,10000,0,17,59,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,1000000,0.9,0.8999437966281686,278.0003176643984,0.000200001522898674,0.000600004568696022,0.0007999915396794677,1579504.352127305,56,10000,0,17,59,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,1000000,0.9,0.8999437966281686,278.0003176643984,0.000200001522898674,0.0004999892553314567,0.000600004568696022,1579903.6258806812,56,10000,0,17,59,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,1000000,0.9,0.8999437966281686,278.0003176643984,0.000200001522898674,0.000400003045797348,0.0007999915396794677,1600512.1625748167,56,10000,0,17,59,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,1000000,0.9,0.8999437966281686,278.0003176643984,0.0018999999156221747,0.0041000021155923605,0.00689999433234334,358793.30635290156,56,10000,0,17,59,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,1000000,0.9,0.8972966612507566,279.8523264570739,0.000400003045797348,0.0008999923011288047,0.001100008375942707,913901.3539655388,56,10000,0,18,60,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,1000000,0.9,0.8972966612507566,279.8523264570739,0.000300002284348011,0.000900006853044033,0.0011999945854768157,1125897.904452116,56,10000,0,18,60,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,1000000,0.9,0.8972966612507566,279.8523264570739,0.000200001522898674,0.0005999900167807937,0.000700005330145359,1321667.4178482436,56,10000,0,18,60,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,1000000,0.9,0.8972966612507566,279.8523264570739,0.00029998773243278265,0.000600004568696022,0.000800006091594696,1061785.2871695962,56,10000,0,18,60,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,1000000,0.9,0.8972966612507566,279.8523264570739,0.0023000029614195228,0.0048000074457377195,0.007099995855242014,299428.9889970041,56,10000,0,18,60,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,1000000,0.9,0.8979200359246288,290.12375685722486,0.000300002284348011,0.0007999915396794677,0.000900006853044033,1211607.1974606705,56,10000,0,19,61,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,1000000,0.9,0.8979200359246288,290.12375685722486,0.000300002284348011,0.000700005330145359,0.000900006853044033,1154881.1052024753,56,10000,0,19,61,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,1000000,0.9,0.8979200359246288,290.12375685722486,0.000200001522898674,0.0006999907782301307,0.000800006091594696,1339261.7986155136,56,10000,0,19,61,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,1000000,0.9,0.8979200359246288,290.12375685722486,0.000200001522898674,0.000600004568696022,0.0008999923011288047,1173612.4954722412,56,10000,0,19,61,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,1000000,0.9,0.8979200359246288,290.12375685722486,0.0016999983927235007,0.0031999952625483274,0.004999994416721165,420213.9728721051,56,10000,0,19,61,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,1000000,0.9,0.9016522755202023,289.1371687152879,0.000300002284348011,0.000600004568696022,0.0008999923011288047,1107395.1865116023,56,10000,0,20,62,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,1000000,0.9,0.9016522755202023,289.1371687152879,0.000300002284348011,0.000900006853044033,0.001100008375942707,1049780.5966441373,56,10000,0,20,62,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,1000000,0.9,0.9016522755202023,289.1371687152879,0.000200001522898674,0.000500003807246685,0.000700005330145359,1432972.7000836679,56,10000,0,20,62,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,1000000,0.9,0.9016522755202023,289.1371687152879,0.000200001522898674,0.0005999900167807937,0.000800006091594696,1231724.2903414501,56,10000,0,20,62,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,1000000,0.9,0.9016522755202023,289.1371687152879,0.0022000021999701858,0.004099987563677132,0.006100002792663872,321004.6160726526,56,10000,0,20,62,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,1000000,0.9,0.8982245524052564,281.38824316690847,0.000200001522898674,0.000500003807246685,0.000701005192240722,1606296.6808195214,56,10000,0,21,63,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,1000000,0.9,0.8982245524052564,281.38824316690847,0.000300002284348011,0.000600004568696022,0.000800006091594696,1177897.9246694637,56,10000,0,21,63,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,1000000,0.9,0.8982245524052564,281.38824316690847,0.000200001522898674,0.000800006091594696,0.0010999938240274787,1289424.1428833932,56,10000,0,21,63,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,1000000,0.9,0.8982245524052564,281.38824316690847,0.000200001522898674,0.000500003807246685,0.000699990923749283,1393145.7230737202,56,10000,0,21,63,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,1000000,0.9,0.8982245524052564,281.38824316690847,0.0024000037228688598,0.004799992893822491,0.007399998139590025,287753.2227794006,56,10000,0,21,63,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,1000000,0.9,0.8996829234822531,271.8415061664482,0.000300002284348011,0.000700005330145359,0.0009999930625781417,1084363.4794240952,56,10000,0,22,64,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,1000000,0.9,0.8996829234822531,271.8415061664482,0.00039998849388211966,0.0008999923011288047,0.001201008999487407,971118.9228682922,56,10000,0,22,64,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,1000000,0.9,0.8996829234822531,271.8415061664482,0.000300002284348011,0.000800006091594696,0.0010999938240274787,1020095.8896843992,56,10000,0,22,64,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,1000000,0.9,0.8996829234822531,271.8415061664482,0.000200001522898674,0.0007999915396794677,0.000999993208097294,1219913.873318226,56,10000,0,22,64,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,1000000,0.9,0.8996829234822531,271.8415061664482,0.0022000021999701858,0.0045000051613897085,0.007499999046558514,285831.88515352114,56,10000,0,22,64,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,1000000,0.9,0.8998710546673352,284.9684443642415,0.000300002284348011,0.000800006091594696,0.001100008375942707,1013828.6220106251,56,10000,0,23,65,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,1000000,0.9,0.8998710546673352,284.9684443642415,0.000200001522898674,0.000600004568696022,0.000800006091594696,1573192.7943173903,56,10000,0,23,65,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,1000000,0.9,0.8998710546673352,284.9684443642415,0.000200001522898674,0.0004999892553314567,0.000600004568696022,1939826.5823608001,56,10000,0,23,65,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,1000000,0.9,0.8998710546673352,284.9684443642415,0.00029998773243278265,0.000700005330145359,0.000900006853044033,1072397.560253253,56,10000,0,23,65,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,1000000,0.9,0.8998710546673352,284.9684443642415,0.0013999961083754897,0.0027999922167509794,0.0037999998312443495,470462.040981977,56,10000,0,23,65,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,1000000,0.9,0.9000316666233418,276.3783348938587,0.000300002284348011,0.000600004568696022,0.000800006091594696,1111666.9445450767,56,10000,0,24,66,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,1000000,0.9,0.9000316666233418,276.3783348938587,0.000300002284348011,0.000900006853044033,0.001100008375942707,1021575.6781339222,56,10000,0,24,66,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,1000000,0.9,0.9000316666233418,276.3783348938587,0.000200001522898674,0.000500003807246685,0.0006999907782301307,1565361.6776447792,56,10000,0,24,66,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,1000000,0.9,0.9000316666233418,276.3783348938587,0.00019998697098344564,0.000400003045797348,0.0005999900167807937,1942992.5967431706,56,10000,0,24,66,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,1000000,0.9,0.9000316666233418,276.3783348938587,0.0020000006770715117,0.0035050114092881994,0.005899986863369122,348807.6011253153,56,10000,0,24,66,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,1000000,0.9,0.9027052856081837,290.0126811869023,0.00039998849388211966,0.000600004568696022,0.00100000761449337,999190.6557455983,56,10000,0,25,67,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,1000000,0.9,0.9027052856081837,290.0126811869023,0.000300002284348011,0.000700005330145359,0.0010999938240274787,1091047.951598712,56,10000,0,25,67,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,1000000,0.9,0.9027052856081837,290.0126811869023,0.000200001522898674,0.000700005330145359,0.00100000761449337,1235269.412189123,56,10000,0,25,67,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,1000000,0.9,0.9027052856081837,290.0126811869023,0.000200001522898674,0.000500003807246685,0.000800006091594696,1240448.5454216672,56,10000,0,25,67,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,1000000,0.9,0.9027052856081837,290.0126811869023,0.0021000014385208488,0.0039000005926936865,0.007402012561215132,324830.3573705631,56,10000,0,25,67,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,1000000,0.9,0.9027791581421654,281.68072300775515,0.000400003045797348,0.000900006853044033,0.001200009137392044,734074.2587825283,56,10000,0,26,68,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,1000000,0.9,0.9027791581421654,281.68072300775515,0.0004999892553314567,0.001100008375942707,0.0014999968698248267,668833.688121551,56,10000,0,26,68,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,1000000,0.9,0.9027791581421654,281.68072300775515,0.000300002284348011,0.0008999923011288047,0.0010999938240274787,992683.9192198581,56,10000,0,26,68,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,1000000,0.9,0.9027791581421654,281.68072300775515,0.000300002284348011,0.0008999923011288047,0.0010999938240274787,937901.538977258,56,10000,0,26,68,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,1000000,0.9,0.9027791581421654,281.68072300775515,0.0028999929782003164,0.005299996701069176,0.008900995017029366,235633.98504716172,56,10000,0,26,68,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,1000000,0.9,0.9012076300254214,283.0239089738865,0.00039998849388211966,0.000900006853044033,0.0011999945854768157,930102.7765167953,56,10000,0,27,69,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,1000000,0.9,0.9012076300254214,283.0239089738865,0.000500003807246685,0.0011999945854768157,0.0017999991541728377,647219.8671859496,56,10000,0,27,69,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,1000000,0.9,0.9012076300254214,283.0239089738865,0.000300002284348011,0.00100000761449337,0.001300009898841381,947885.2675349847,56,10000,0,27,69,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,1000000,0.9,0.9012076300254214,283.0239089738865,0.000300002284348011,0.000900006853044033,0.001100008375942707,841892.5741673404,56,10000,0,27,69,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,1000000,0.9,0.9012076300254214,283.0239089738865,0.002900007530115545,0.00549999822396785,0.00829999044071883,230581.04114401352,56,10000,0,27,69,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,1000000,0.9,0.8998061016670348,282.1810350372909,0.000300002284348011,0.000800006091594696,0.0011999945854768157,1051336.7744996422,56,10000,0,28,70,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,1000000,0.9,0.8998061016670348,282.1810350372909,0.0004999892553314567,0.00100000761449337,0.0013999961083754897,719647.085733006,56,10000,0,28,70,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,1000000,0.9,0.8998061016670348,282.1810350372909,0.000300002284348011,0.000600004568696022,0.001100008375942707,940052.8305505839,56,10000,0,28,70,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,1000000,0.9,0.8998061016670348,282.1810350372909,0.000300002284348011,0.000800006091594696,0.00100000761449337,951501.9453634478,56,10000,0,28,70,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,1000000,0.9,0.8998061016670348,282.1810350372909,0.002700006007216871,0.005299996701069176,0.007800001185387373,251500.19861987827,56,10000,0,28,70,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,1000000,0.9001,0.8995642624402921,271.66572167103845,0.000500003807246685,0.001200009137392044,0.0015999976312741637,639492.4984622982,56,10000,0,29,71,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,1000000,0.9001,0.8995642624402921,271.66572167103845,0.000500003807246685,0.001300009898841381,0.0018999999156221747,610269.6169496182,56,10000,0,29,71,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,1000000,0.9001,0.8995642624402921,271.66572167103845,0.00039998849388211966,0.0010999938240274787,0.0013999961083754897,719408.9332235534,56,10000,0,29,71,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,1000000,0.9001,0.8995642624402921,271.66572167103845,0.000400003045797348,0.0010999938240274787,0.001300009898841381,718266.9653976216,56,10000,0,29,71,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,1000000,0.9001,0.8995642624402921,271.66572167103845,0.0036999990697950125,0.006799993570894003,0.011500000255182385,183399.41823804396,56,10000,0,29,71,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,5000000,0.9,0.8975804974826118,273.6210440867278,0.000400003045797348,0.0007999915396794677,0.0010999938240274787,861326.4426191881,56,10000,0,0,42,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,5000000,0.9,0.8975804974826118,273.6210440867278,0.000400003045797348,0.001100008375942707,0.001400010660290718,774479.3559625873,56,10000,0,0,42,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,5000000,0.9,0.8975804974826118,273.6210440867278,0.00029998773243278265,0.000800006091594696,0.001100008375942707,1024663.6546286165,56,10000,0,0,42,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,5000000,0.9,0.8975804974826118,273.6210440867278,0.000300002284348011,0.000900006853044033,0.0012999953469261527,841340.0860661467,56,10000,0,0,42,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,5000000,0.9,0.8975804974826118,273.6210440867278,0.00340001133736223,0.006100002792663872,0.015200999332591912,202693.800580749,56,10000,0,0,42,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LRU,high_variance_cost,5000000,0.9,0.898644089303119,273.5688639641976,0.000400003045797348,0.00100000761449337,0.0014999968698248267,744540.655633539,56,10000,0,1,43,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
LFU,high_variance_cost,5000000,0.9,0.898644089303119,273.5688639641976,0.0004999892553314567,0.0012999953469261527,0.0022000021999701858,645373.6391147939,56,10000,0,1,43,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
FIFO,high_variance_cost,5000000,0.9,0.898644089303119,273.5688639641976,0.000300002284348011,0.0009999930625781417,0.0012999953469261527,882402.2518974213,56,10000,0,1,43,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
Random,high_variance_cost,5000000,0.9,0.898644089303119,273.5688639641976,0.000300002284348011,0.00100000761449337,0.0014999968698248267,717931.781753094,56,10000,0,1,43,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
"GDSF(a=1.0,b=1.0)",high_variance_cost,5000000,0.9,0.898644089303119,273.5688639641976,0.002900007530115545,0.005999987479299307,0.016099991771625355,223437.22420649647,56,10000,0,1,43,0.0,0.0,97.91015625,97.91015625,N/A (GPTCache eviction path is CPU-only),spec_oversized
